

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
159.839  000.112  000.112: require('lvim.core.commands')
159.985  000.083  000.083: require('lvim.lsp')
161.315  000.075  000.075: sourcing /home/nelson/.local/share/lunarvim/site/pack/lazy/opt/nlsp-settings.nvim/plugin/nlspsetting.vim
161.537  000.111  000.111: sourcing /home/nelson/.local/share/lunarvim/site/pack/lazy/opt/nvim-lspconfig/plugin/lspconfig.lua
162.282  000.158  000.158: require('lspconfig.util')
162.285  000.695  000.538: require('lspconfig.configs')
162.289  002.255  001.373: require('lspconfig')
162.380  000.062  000.062: require('lvim.lsp.handlers')
162.568  000.067  000.067: require('nlspsettings.config')
163.019  000.411  000.411: require('nlspsettings.log')
163.022  000.451  000.040: require('nlspsettings.utils')
163.030  000.582  000.064: require('nlspsettings')
163.431  000.269  000.269: require('nlspsettings.schemas')
163.434  000.317  000.048: require('nlspsettings.loaders.json')
163.675  000.090  000.090: require('mason-core.log')
163.679  000.141  000.052: require('mason-lspconfig')
163.714  000.033  000.033: require('mason-lspconfig.settings')
163.841  000.048  000.048: require('mason-lspconfig.lspconfig_hook')
163.991  000.074  000.074: require('mason-core.functional.table')
164.038  000.194  000.121: require('mason-lspconfig.mappings.server')
164.192  000.062  000.062: require('mason-core.async')
164.223  000.029  000.029: require('mason-core.async.uv')
164.232  000.145  000.055: require('mason-core.fs')
164.273  000.040  000.040: require('mason-core.optional')
164.309  000.034  000.034: require('mason-core.EventEmitter')
164.413  000.102  000.102: require('mason-registry.index')
164.452  000.411  000.090: require('mason-registry')
164.509  000.053  000.053: require('mason-lspconfig.server_config_extensions')
164.555  000.045  000.045: require('lspconfig.server_configurations.omnisharp')
164.663  000.039  000.039: require('mason-core.notify')
164.702  000.034  000.034: require('mason-core.functional.number')
164.740  000.163  000.089: require('mason-lspconfig.api.command')
164.792  000.050  000.050: require('lvim.lsp.null-ls')
165.605  000.067  000.067: require('null-ls.utils')
165.621  000.648  000.581: require('null-ls.config')
165.688  000.033  000.033: require('null-ls.helpers.cache')
165.741  000.051  000.051: require('null-ls.helpers.diagnostics')
165.773  000.030  000.030: require('null-ls.helpers.formatter_factory')
165.884  000.052  000.052: require('null-ls.logger')
165.932  000.046  000.046: require('null-ls.state')
165.939  000.164  000.066: require('null-ls.helpers.generator_factory')
166.085  000.045  000.045: require('null-ls.helpers.command_resolver')
166.088  000.147  000.102: require('null-ls.helpers.make_builtin')
166.127  000.037  000.037: require('null-ls.helpers.range_formatting_args_factory')
166.129  000.506  000.043: require('null-ls.helpers')
166.332  000.096  000.096: require('null-ls.methods')
166.337  000.161  000.065: require('null-ls.diagnostics')
166.350  000.220  000.059: require('null-ls.sources')
166.395  000.040  000.040: require('null-ls.builtins')
166.398  001.577  000.163: require('null-ls')
167.213  000.049  000.049: require('cmp_nvim_lsp.source')
167.218  000.629  000.580: require('cmp_nvim_lsp')
167.247  000.680  000.051: sourcing /home/nelson/.local/share/lunarvim/site/pack/lazy/opt/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
167.256  000.855  000.175: require('cmp_nvim_lsp')
167.572  162.642  084.362: sourcing /home/nelson/.local/share/lunarvim/lvim/init.lua
167.579  001.999: sourcing vimrc file(s)
167.647  000.025  000.025: sourcing /usr/local/share/nvim/runtime/filetype.lua
167.698  000.025  000.025: sourcing /usr/local/share/nvim/runtime/filetype.vim
168.379  000.117  000.117: sourcing /usr/local/share/nvim/runtime/syntax/synload.vim
168.571  000.378  000.261: sourcing /usr/local/share/nvim/runtime/syntax/syntax.vim
168.589  000.581: inits 3
169.997  001.408: reading ShaDa
171.140  000.146  000.146: require('gitsigns.async')
171.205  000.062  000.062: require('gitsigns.status')
171.816  000.152  000.152: require('gitsigns.debug')
172.007  000.188  000.188: require('gitsigns.util')
172.215  000.095  000.095: require('gitsigns.uv')
172.221  000.211  000.116: require('gitsigns.subprocess')
172.973  000.042  000.042: require('gitsigns.message')
173.006  000.455  000.413: require('gitsigns.config')
173.040  000.032  000.032: require('gitsigns.signs.base')
173.045  000.535  000.048: require('gitsigns.signs')
173.051  000.828  000.293: require('gitsigns.hunks')
173.065  001.857  000.478: require('gitsigns.git')
173.556  000.078  000.078: require('gitsigns.cache')
173.628  000.069  000.069: require('gitsigns.debounce')
173.672  000.042  000.042: require('gitsigns.diff')
173.686  000.620  000.432: require('gitsigns.manager')
173.999  000.311  000.311: require('gitsigns.highlight')
174.012  003.437  000.441: require('gitsigns')
174.994  000.106  000.106: sourcing /home/nelson/.local/share/lunarvim/site/pack/lazy/opt/trouble.nvim/plugin/trouble.vim
176.250  000.084  000.084: require('trouble.config')
176.256  000.310  000.226: require('trouble.util')
176.327  000.069  000.069: require('trouble.providers.qf')
176.422  000.092  000.092: require('trouble.providers.telescope')
176.536  000.111  000.111: require('trouble.providers.lsp')
176.596  000.058  000.058: require('trouble.providers.diagnostic')
176.599  000.767  000.126: require('trouble.providers')
177.015  000.414  000.414: require('trouble.text')
177.107  000.089  000.089: require('trouble.folds')
177.120  001.434  000.164: require('trouble.renderer')
177.169  001.922  000.487: require('trouble.view')
177.300  000.130  000.130: require('trouble.colors')
177.425  003.258  001.100: require('trouble')
178.113  000.384  000.384: require('gitsigns.signs.vimfn')
182.753  000.057  000.057: sourcing /home/nelson/.local/share/lunarvim/site/pack/lazy/opt/nvim-bqf/plugin/bqf.vim
185.283  000.119  000.119: sourcing /usr/local/share/nvim/runtime/ftplugin/lua.vim
187.059  000.023  000.023: sourcing /usr/local/share/nvim/runtime/ftplugin/lua.lua
188.998  000.464  000.464: require('lvim.lsp.manager')
190.837  000.549  000.549: require('neodev.config')
190.960  000.911  000.362: require('lvim/lsp/providers/sumneko_lua')
191.272  000.234  000.234: require('lspconfig.server_configurations.sumneko_lua')
193.848  000.297  000.297: require('vim.uri')
197.008  008.509  006.604: sourcing /home/nelson/.local/share/lunarvim/site/after/ftplugin/lua.lua
197.532  000.110  000.110: sourcing /usr/local/share/nvim/runtime/indent/lua.vim
208.268  000.150  000.150: require('null-ls.client')
208.546  000.209  000.209: require('editorconfig')
208.753  000.204  000.204: require('vim.fs')
209.021  000.043  000.043: require('lvim.utils.functions')
209.233  022.733: opening buffers
209.300  000.041  000.041: require('bufferline.state')
209.429  000.155: BufEnter autocommands
209.433  000.004: editing files in windows
210.212  000.778: VimEnter autocommands
210.266  000.055: UIEnter autocommands
214.676  004.362  004.362: sourcing /usr/local/share/nvim/runtime/autoload/provider/clipboard.vim
214.699  000.071: before starting main loop
224.215  009.516: first screen update
224.219  000.004: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.008  000.008: --- NVIM STARTING ---
000.101  000.093: event init
000.193  000.093: early init
000.234  000.040: locale set
000.287  000.054: init first window
000.638  000.351: inits 1
000.647  000.008: window checked
000.711  000.064: parsing arguments
001.120  000.063  000.063: require('vim.shared')
001.210  000.035  000.035: require('vim._meta')
001.212  000.088  000.053: require('vim._editor')
001.213  000.179  000.028: require('vim._init_packages')
001.215  000.325: init lua interpreter
001.904  000.689: expanding arguments
001.966  000.062: inits 2
002.424  000.457: init highlight
